,Day,10 %,25 %,50 %,75 %,90 %
0,0,1275116.0,1275116.0,1275116.0,1275116.0,1275116.0
1,1,1275116.0,1275116.0,1275116.0,1275116.0,1275116.0
2,2,1275060.0,1275100.0,1275108.0,1275116.0,1275116.0
3,3,1275048.0,1275098.0,1275108.0,1275116.0,1275116.0
4,4,1275030.0,1275092.0,1275108.0,1275116.0,1275116.0
5,5,1275022.0,1275090.0,1275108.0,1275116.0,1275116.0
6,6,1275022.0,1275090.0,1275108.0,1275116.0,1275116.0
7,7,1275022.0,1275090.0,1275108.0,1275116.0,1275116.0
8,8,1275022.0,1275090.0,1275108.0,1275116.0,1275116.0
9,9,1275018.0,1275090.0,1275108.0,1275116.0,1275116.0
10,10,1275018.0,1275090.0,1275108.0,1275116.0,1275116.0
11,11,1275014.0,1275088.0,1275106.0,1275114.0,1275116.0
12,12,1275008.0,1275088.0,1275106.0,1275114.0,1275116.0
13,13,1275008.0,1275088.0,1275106.0,1275114.0,1275116.0
14,14,1274994.0,1275084.0,1275106.0,1275114.0,1275116.0
15,15,1274974.0,1275078.0,1275106.0,1275114.0,1275116.0
16,16,1274960.0,1275074.0,1275102.0,1275114.0,1275116.0
17,17,1274930.0,1275070.0,1275102.0,1275114.0,1275116.0
18,18,1274904.0,1275068.0,1275102.0,1275114.0,1275116.0
19,19,1274894.0,1275064.0,1275102.0,1275114.0,1275116.0
20,20,1274874.0,1275060.0,1275102.0,1275114.0,1275116.0
21,21,1274858.0,1275056.0,1275100.0,1275112.0,1275116.0
22,22,1274832.0,1275054.0,1275100.0,1275112.0,1275116.0
23,23,1274816.0,1275046.0,1275096.0,1275110.0,1275116.0
24,24,1274756.0,1275034.0,1275096.0,1275110.0,1275116.0
25,25,1274754.0,1275034.0,1275096.0,1275110.0,1275116.0
26,26,1274750.0,1275034.0,1275096.0,1275110.0,1275116.0
27,27,1274734.0,1275032.0,1275096.0,1275110.0,1275116.0
28,28,1274734.0,1275032.0,1275096.0,1275110.0,1275116.0
29,29,1274734.0,1275032.0,1275096.0,1275110.0,1275116.0
30,30,1274734.0,1275032.0,1275096.0,1275110.0,1275116.0
31,31,1274722.0,1275032.0,1275096.0,1275110.0,1275116.0
32,32,1274708.0,1275030.0,1275094.0,1275110.0,1275116.0
33,33,1274706.0,1275030.0,1275094.0,1275110.0,1275116.0
34,34,1274700.0,1275028.0,1275094.0,1275110.0,1275116.0
35,35,1274696.0,1275028.0,1275094.0,1275110.0,1275116.0
36,36,1274684.0,1275028.0,1275094.0,1275110.0,1275116.0
37,37,1274684.0,1275028.0,1275094.0,1275110.0,1275116.0
38,38,1274684.0,1275028.0,1275094.0,1275110.0,1275116.0
39,39,1274684.0,1275028.0,1275094.0,1275110.0,1275116.0
40,40,1274676.0,1275026.0,1275094.0,1275110.0,1275116.0
41,41,1274676.0,1275026.0,1275094.0,1275110.0,1275116.0
42,42,1274676.0,1275026.0,1275094.0,1275110.0,1275116.0
43,43,1274676.0,1275026.0,1275094.0,1275110.0,1275116.0
44,44,1274676.0,1275026.0,1275094.0,1275110.0,1275116.0
45,45,1274672.0,1275024.0,1275094.0,1275110.0,1275116.0
46,46,1274664.0,1275020.0,1275094.0,1275110.0,1275116.0
47,47,1274664.0,1275020.0,1275094.0,1275110.0,1275116.0
48,48,1274664.0,1275020.0,1275094.0,1275110.0,1275116.0
49,49,1274662.0,1275018.0,1275092.0,1275108.0,1275114.0
50,50,1274662.0,1275018.0,1275092.0,1275108.0,1275114.0
51,51,1274656.0,1275016.0,1275090.0,1275108.0,1275114.0
52,52,1274654.0,1275016.0,1275090.0,1275108.0,1275114.0
53,53,1274652.0,1275016.0,1275090.0,1275108.0,1275114.0
54,54,1274650.0,1275016.0,1275090.0,1275108.0,1275114.0
55,55,1274648.0,1275016.0,1275090.0,1275108.0,1275114.0
56,56,1274630.0,1275016.0,1275090.0,1275108.0,1275114.0
57,57,1274624.0,1275016.0,1275090.0,1275108.0,1275114.0
58,58,1274624.0,1275016.0,1275090.0,1275108.0,1275114.0
59,59,1274620.0,1275016.0,1275090.0,1275108.0,1275114.0
60,60,1274614.0,1275016.0,1275090.0,1275108.0,1275114.0
61,61,1274614.0,1275016.0,1275090.0,1275108.0,1275114.0
62,62,1274614.0,1275016.0,1275090.0,1275108.0,1275114.0
63,63,1274610.0,1275016.0,1275090.0,1275108.0,1275114.0
64,64,1274606.0,1275014.0,1275090.0,1275108.0,1275114.0
65,65,1274606.0,1275014.0,1275090.0,1275108.0,1275114.0
66,66,1274606.0,1275014.0,1275090.0,1275108.0,1275114.0
67,67,1274606.0,1275014.0,1275090.0,1275108.0,1275114.0
68,68,1274606.0,1275014.0,1275090.0,1275108.0,1275114.0
69,69,1274606.0,1275014.0,1275090.0,1275108.0,1275114.0
70,70,1274606.0,1275014.0,1275090.0,1275108.0,1275114.0
71,71,1274596.0,1275008.0,1275090.0,1275108.0,1275114.0
72,72,1274596.0,1275008.0,1275090.0,1275108.0,1275114.0
73,73,1274596.0,1275008.0,1275090.0,1275108.0,1275114.0
74,74,1274594.0,1275008.0,1275090.0,1275108.0,1275114.0
75,75,1274594.0,1275008.0,1275090.0,1275108.0,1275114.0
76,76,1274594.0,1275008.0,1275090.0,1275108.0,1275114.0
77,77,1274594.0,1275008.0,1275090.0,1275108.0,1275114.0
78,78,1274594.0,1275008.0,1275090.0,1275108.0,1275114.0
79,79,1274592.0,1275006.0,1275090.0,1275108.0,1275114.0
80,80,1274584.0,1275006.0,1275090.0,1275108.0,1275114.0
81,81,1274582.0,1275006.0,1275090.0,1275108.0,1275114.0
82,82,1274582.0,1275006.0,1275090.0,1275108.0,1275114.0
83,83,1274582.0,1275006.0,1275090.0,1275108.0,1275114.0
84,84,1274582.0,1275006.0,1275090.0,1275108.0,1275114.0
85,85,1274582.0,1275006.0,1275090.0,1275108.0,1275114.0
86,86,1274582.0,1275006.0,1275090.0,1275108.0,1275114.0
87,87,1274582.0,1275006.0,1275090.0,1275108.0,1275114.0
88,88,1274576.0,1275006.0,1275090.0,1275108.0,1275114.0
89,89,1274576.0,1275006.0,1275090.0,1275108.0,1275114.0
90,90,1274576.0,1275006.0,1275090.0,1275108.0,1275114.0
91,91,1274574.0,1275004.0,1275090.0,1275108.0,1275114.0
92,92,1274574.0,1275004.0,1275090.0,1275108.0,1275114.0
93,93,1274574.0,1275004.0,1275090.0,1275108.0,1275114.0
94,94,1274572.0,1275004.0,1275090.0,1275108.0,1275114.0
95,95,1274572.0,1275004.0,1275090.0,1275108.0,1275114.0
96,96,1274572.0,1275004.0,1275090.0,1275108.0,1275114.0
97,97,1274572.0,1275004.0,1275090.0,1275108.0,1275114.0
98,98,1274572.0,1275004.0,1275090.0,1275108.0,1275114.0
99,99,1274572.0,1275004.0,1275090.0,1275108.0,1275114.0
100,100,1274568.0,1275002.0,1275088.0,1275108.0,1275114.0
101,101,1274568.0,1275002.0,1275088.0,1275108.0,1275114.0
102,102,1274566.0,1275002.0,1275088.0,1275108.0,1275114.0
103,103,1274566.0,1275002.0,1275088.0,1275108.0,1275114.0
104,104,1274566.0,1275002.0,1275088.0,1275108.0,1275114.0
105,105,1274566.0,1275002.0,1275088.0,1275108.0,1275114.0
106,106,1274562.0,1275000.0,1275088.0,1275108.0,1275114.0
107,107,1274562.0,1275000.0,1275088.0,1275108.0,1275114.0
108,108,1274562.0,1275000.0,1275088.0,1275108.0,1275114.0
109,109,1274562.0,1275000.0,1275088.0,1275108.0,1275114.0
110,110,1274562.0,1275000.0,1275088.0,1275108.0,1275114.0
111,111,1274562.0,1275000.0,1275088.0,1275108.0,1275114.0
112,112,1274562.0,1275000.0,1275088.0,1275108.0,1275114.0
113,113,1274562.0,1275000.0,1275088.0,1275108.0,1275114.0
114,114,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
115,115,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
116,116,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
117,117,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
118,118,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
119,119,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
120,120,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
121,121,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
122,122,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
123,123,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
124,124,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
125,125,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
126,126,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
127,127,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
128,128,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
129,129,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
130,130,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
131,131,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
132,132,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
133,133,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
134,134,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
135,135,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
136,136,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
137,137,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
138,138,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
139,139,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
140,140,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
141,141,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
142,142,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
143,143,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
144,144,1274558.0,1274998.0,1275088.0,1275108.0,1275114.0
145,145,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
146,146,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
147,147,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
148,148,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
149,149,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
150,150,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
151,151,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
152,152,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
153,153,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
154,154,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
155,155,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
156,156,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
157,157,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
158,158,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
159,159,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
160,160,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
161,161,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
162,162,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
163,163,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
164,164,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
165,165,1274554.0,1274996.0,1275088.0,1275108.0,1275114.0
166,166,1274546.0,1274996.0,1275088.0,1275108.0,1275114.0
167,167,1274546.0,1274996.0,1275088.0,1275108.0,1275114.0
168,168,1274546.0,1274996.0,1275088.0,1275108.0,1275114.0
169,169,1274546.0,1274996.0,1275088.0,1275108.0,1275114.0
170,170,1274546.0,1274996.0,1275088.0,1275108.0,1275114.0
171,171,1274546.0,1274996.0,1275088.0,1275108.0,1275114.0
172,172,1274546.0,1274996.0,1275088.0,1275108.0,1275114.0
173,173,1274546.0,1274996.0,1275088.0,1275108.0,1275114.0
174,174,1274546.0,1274996.0,1275088.0,1275108.0,1275114.0
175,175,1274546.0,1274996.0,1275088.0,1275108.0,1275114.0
176,176,1274546.0,1274996.0,1275088.0,1275108.0,1275114.0
177,177,1274538.0,1274996.0,1275088.0,1275108.0,1275114.0
178,178,1274538.0,1274996.0,1275088.0,1275108.0,1275114.0
179,179,1274538.0,1274996.0,1275088.0,1275108.0,1275114.0
180,180,1274538.0,1274996.0,1275088.0,1275108.0,1275114.0
181,181,1274538.0,1274996.0,1275088.0,1275108.0,1275114.0
182,182,1274530.0,1274992.0,1275088.0,1275108.0,1275114.0
183,183,1274526.0,1274988.0,1275084.0,1275104.0,1275114.0
184,184,1274526.0,1274988.0,1275084.0,1275104.0,1275114.0
185,185,1274526.0,1274988.0,1275084.0,1275104.0,1275114.0
186,186,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
187,187,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
188,188,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
189,189,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
190,190,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
191,191,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
192,192,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
193,193,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
194,194,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
195,195,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
196,196,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
197,197,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
198,198,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
199,199,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
200,200,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
201,201,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
202,202,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
203,203,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
204,204,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
205,205,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
206,206,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
207,207,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
208,208,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
209,209,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
210,210,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
211,211,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
212,212,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
213,213,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
214,214,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
215,215,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
216,216,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
217,217,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
218,218,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
219,219,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
220,220,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
221,221,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
222,222,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
223,223,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
224,224,1274522.0,1274986.0,1275084.0,1275104.0,1275114.0
225,225,1274514.0,1274986.0,1275084.0,1275104.0,1275114.0
226,226,1274514.0,1274986.0,1275084.0,1275104.0,1275114.0
227,227,1274514.0,1274986.0,1275084.0,1275104.0,1275114.0
228,228,1274514.0,1274986.0,1275084.0,1275104.0,1275114.0
229,229,1274514.0,1274986.0,1275084.0,1275104.0,1275114.0
230,230,1274514.0,1274986.0,1275084.0,1275104.0,1275114.0
231,231,1274514.0,1274986.0,1275084.0,1275104.0,1275114.0
232,232,1274514.0,1274986.0,1275084.0,1275104.0,1275114.0
233,233,1274514.0,1274986.0,1275084.0,1275104.0,1275114.0
234,234,1274514.0,1274986.0,1275084.0,1275104.0,1275114.0
235,235,1274514.0,1274986.0,1275084.0,1275104.0,1275114.0
236,236,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
237,237,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
238,238,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
239,239,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
240,240,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
241,241,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
242,242,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
243,243,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
244,244,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
245,245,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
246,246,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
247,247,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
248,248,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
249,249,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
250,250,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
251,251,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
252,252,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
253,253,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
254,254,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
255,255,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
256,256,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
257,257,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
258,258,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
259,259,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
260,260,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
261,261,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
262,262,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
263,263,1274510.0,1274984.0,1275084.0,1275104.0,1275114.0
264,264,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
265,265,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
266,266,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
267,267,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
268,268,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
269,269,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
270,270,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
271,271,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
272,272,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
273,273,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
274,274,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
275,275,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
276,276,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
277,277,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
278,278,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
279,279,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
280,280,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
281,281,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
282,282,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
283,283,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
284,284,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
285,285,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
286,286,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
287,287,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
288,288,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
289,289,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
290,290,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
291,291,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
292,292,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
293,293,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
294,294,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
295,295,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
296,296,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
297,297,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
298,298,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
299,299,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
300,300,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
301,301,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
302,302,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
303,303,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
304,304,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
305,305,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
306,306,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
307,307,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
308,308,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
309,309,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
310,310,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
311,311,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
312,312,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
313,313,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
314,314,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
315,315,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
316,316,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
317,317,1274506.0,1274982.0,1275084.0,1275104.0,1275114.0
318,318,1274502.0,1274980.0,1275084.0,1275104.0,1275114.0
319,319,1274498.0,1274978.0,1275082.0,1275104.0,1275114.0
320,320,1274492.0,1274978.0,1275082.0,1275104.0,1275114.0
321,321,1274492.0,1274978.0,1275082.0,1275104.0,1275114.0
322,322,1274492.0,1274978.0,1275082.0,1275104.0,1275114.0
323,323,1274492.0,1274978.0,1275082.0,1275104.0,1275114.0
324,324,1274492.0,1274978.0,1275082.0,1275104.0,1275114.0
325,325,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
326,326,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
327,327,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
328,328,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
329,329,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
330,330,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
331,331,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
332,332,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
333,333,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
334,334,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
335,335,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
336,336,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
337,337,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
338,338,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
339,339,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
340,340,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
341,341,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
342,342,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
343,343,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
344,344,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
345,345,1274488.0,1274976.0,1275082.0,1275104.0,1275114.0
346,346,1274486.0,1274976.0,1275082.0,1275104.0,1275114.0
347,347,1274486.0,1274976.0,1275082.0,1275104.0,1275114.0
348,348,1274486.0,1274976.0,1275082.0,1275104.0,1275114.0
349,349,1274486.0,1274976.0,1275082.0,1275104.0,1275114.0
350,350,1274486.0,1274976.0,1275082.0,1275104.0,1275114.0
351,351,1274486.0,1274976.0,1275082.0,1275104.0,1275114.0
352,352,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
353,353,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
354,354,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
355,355,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
356,356,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
357,357,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
358,358,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
359,359,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
360,360,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
361,361,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
362,362,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
363,363,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
364,364,1274482.0,1274974.0,1275082.0,1275104.0,1275114.0
